27.00,0.00,0.00,0.00,27.00,0.00,0.00,94.00,0.00,14585.00,50944.00,286294.00
26.00,0.00,0.00,0.00,12.00,14.00,0.00,32419.00,0.00,0.00,0.00,802.00
25.00,0.00,0.00,0.00,24.00,1.00,0.00,222.00,0.00,6252.00,55487.00,112675.00
23.00,0.00,0.00,0.00,22.00,1.00,0.00,3.00,0.00,59448.00,8137.00,7305951.00
19.00,0.00,0.00,0.00,19.00,0.00,0.00,356.00,0.00,2658.00,49860.00,53309.00
16.00,0.00,0.00,0.00,14.00,2.00,0.00,282.00,0.00,9627.00,169492.00,56799.00
16.00,0.00,0.00,0.00,12.00,4.00,0.00,2765.00,0.00,2222.00,384030.00,5786.00
13.00,0.00,1.00,0.00,12.00,0.00,0.00,2604.00,200.00,483.00,96735.00,4993.00
13.00,0.00,0.00,0.00,13.00,0.00,0.00,3706.00,0.00,2682.00,764538.00,3508.00
10.00,0.00,1.00,0.00,8.00,1.00,0.00,17.00,2.00,0.00,0.00,601499.00
9.00,0.00,2.00,0.00,0.00,7.00,0.00,0.00,0.00,0.00,0.00,0.00
3.00,0.00,0.00,0.00,3.00,0.00,0.00,199.00,0.00,1329.00,88353.00,15042.00
3.00,0.00,0.00,0.00,0.00,3.00,0.00,4.00,0.00,96.00,139.00,691656.00
